"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"1886.txt","The mysteries of the forest","Mary Arnald Houghton","1822","British","Chadwyck",0.8687
"1887.txt","Rose-Mount castle; or, False report","Mary Julia Young","1798","British","Chadwyck",0.734
"1888.txt","The rape of the gamp; or, Won at last! : a novel","Mason Charles Welsh","1875","British","Chadwyck",0.9315
"1889.txt","Sydenham; or, Memoirs of a man of the world","Massie W","1830","British","Chadwyck",0.9511
"189.txt","The Foresters, an American Tale: Being a Sequel to the History
of John Bull the Clothier. In a Series of Letters to a Friend
(1792)","Belknap, Jeremy","1771","American","Chadwyck",0.9817
"1890.txt","The eccentric traveller ..","Masson, André","1826","British","Chadwyck",0.9507
"1891.txt","""Cherry ripe!"" A romance","Mathers, Helen","1878","British","Chadwyck",0.9584
"1892.txt","Comin' thro' the rye : a novel","Mathers, Helen","1875","British","Chadwyck",0.9556
"1893.txt","Eyre's acquittal : A sequel to 'Story of a sin'","Mathers, Helen","1884","British","Chadwyck",0.9654
"1894.txt","The two homes","Mathews William novelist","1859","British","Chadwyck",0.9471
"1895.txt","Behemoth: A Legend of the Mound-Builders (1839)","Mathews, Cornelius","1853","American","Chadwyck",0.9828
"1896.txt","Big Abel and the Little Manhattan (1845)","Mathews, Cornelius","1853","American","Chadwyck",0.9679
"1897.txt","Chanticleer: A Thanksgiving Story of the Peabody Family
(1850)","Mathews, Cornelius","1853","American","Chadwyck",0.9775
"1898.txt","The Career of Puffer Hopkins . . . (1842)","Mathews, Cornelius","1853","American","Chadwyck",0.9633
"1899.txt","The Various Writings (1843)","Mathews, Cornelius","1853","American","Chadwyck",0.9673
"19.txt","London legends","Akerman, John Yonge","1842","British","Chadwyck",0.9485
"190.txt","A first appearance","Bell, Emily Ernst","1872 [i. e. 1871]","British","Chadwyck",0.941
"1900.txt","The Italian marauders, a romance","Matilda, Anna","1810","British","Chadwyck",0.8613
"1901.txt","Fatal revenge; or, The family of Montorio. : A romance.","Maturin, Charles Robert","1807","Irish","Chadwyck",0.9393
"1902.txt","Melmoth The Wanderer: A Tale.","Maturin, Charles Robert","1820","Irish","Chadwyck",0.9692
"1903.txt","The Albigenses, a romance","Maturin, Charles Robert","1824","Irish","Chadwyck",0.9398
"1904.txt","The co-heiress : a novel","Maughan, Janet","1866","British","Chadwyck",0.9634
"1905.txt","The man of mark","Maughan, Janet","1866","British","Chadwyck",0.9579
"1906.txt","Legends of the Jacobite wars : Katharine Fairfax, Isma O'Neil","Maunsell Thomasine","1873","British","Chadwyck",0.9606
"1907.txt","My life","Maxwell W H William Hamilton 1792 1850","1835","British","Chadwyck",0.9492
"1908.txt","O'Hara;","Maxwell W H William Hamilton 1792 1850","1825","British","Chadwyck",0.9426
"1909.txt","Stories of waterloo : and other tales","Maxwell W H William Hamilton 1792 1850","1829","British","Chadwyck",0.9456
"191.txt","The Ladder of Gold. An English Story. By Robert Bell ... In Three Volumes.","Bell, Robert","1850","British","Chadwyck",0.9703
"1910.txt","Faces for fortunes","Mayhew, Augustus","1865","British","Chadwyck",0.9556
"1911.txt","Red diamonds","McCarthy Justin","1893","British","Chadwyck",0.9344
"1912.txt","My enemy's daughter. A novel","McCarthy Justin 1830 1912","1869","British","Chadwyck",0.959
"1913.txt","The rebel rose. A novel","McCarthy Justin 1830 1912","1888","British","Chadwyck",0.9659
"1914.txt","The riddle ring: a novel","McCarthy Justin 1830 1912","1896","British","Chadwyck",0.9488
"1915.txt","The Waterdale neighbours","McCarthy Justin 1830 1912","1867","British","Chadwyck",0.9407
"1916.txt","A London legend","McCarthy Justin H Justin Huntly 1860 1936","1895","British","Chadwyck",0.9492
"1917.txt","The dictator","McCarthy, Justin","1893","British","Chadwyck",0.9292
"1918.txt","Peccavi : a novel","McDonnel Emily Fanny Dorothy Osborn d 1925","1888","British","Chadwyck",0.9699
"1919.txt","Trial and triumph : a novel","McGauran","1854","British","Chadwyck",0.9623
"192.txt","Blount Tempest","Bellew, John Chippendall Montesquieu","1865","British","Chadwyck",0.9266
"1920.txt","Through the ages : a psychological romance","Medina Pomar de c nde","1876","British","Chadwyck",0.961
"1921.txt","Langhton Priory","Meeke Mary d 1816","1809","British","Chadwyck",0.9309
"1922.txt","Le mari mystérieux","Meeke Mary d 1816","1804","British","Chadwyck",0.529
"1923.txt","What shall be, shall be: in four volumes","Meeke Mary Mrs","1823","British","Chadwyck",0.941
"1924.txt","Old memories : a novel","Melville Julia","1856","British","Chadwyck",0.9665
"1925.txt","The Gables : a story of a life, in three volumes","Melville Julia","1857","British","Chadwyck",0.958
"1926.txt","The white knight, or, The monastery of Morne : a romance","Melville Theodore","1802","British","Chadwyck",0.9315
"1927.txt","Israel Potter: His Fifty Years of Exile. (1855)","Melville, Herman","1855","American","Chadwyck",0.9777
"1928.txt","Moby-Dick; or, The Whale. (1851)","Melville, Herman","1855","American","Chadwyck",0.9674
"1929.txt","Omoo: A Narrative of Adventures in the South Seas (1847)","Melville, Herman","1855","American","Chadwyck",0.9751
"193.txt","So near akin : a novel","Bengough, M A","1891","British","Chadwyck",0.9672
"1930.txt","Pierre; or, The Ambiguities. (1852)","Melville, Herman","1855","American","Chadwyck",0.9696
"1931.txt","Redburn: His First Voyage . . . (1849)","Melville, Herman","1855","American","Chadwyck",0.9775
"1932.txt","The Confidence-Man: His Masquerade. (1857)","Melville, Herman","1855","American","Chadwyck",0.9763
"1933.txt","White-Jacket; or, The World in a Man-of-War . . . (1850)","Melville, Herman","1855","American","Chadwyck",0.9626
"1934.txt","Beauchamp's Career: By George Meredith ... In Three Volumes","Meredith, George","1876","British","Chadwyck",0.9599
"1935.txt","Beauchamp's career","Meredith, George","1876","British","Chadwyck",0.9427
"1936.txt","Diana of the Crossways: A Novel: By George Meredith ... In Three Volumes","Meredith, George","1885","British","Chadwyck",0.9721
"1937.txt","Evan Harrington. By George Meredith ... In Three Volumes","Meredith, George","1861","British","Chadwyck",0.9644
"1938.txt","Lord Ormont and his Aminta : a novel","Meredith, George","1894","British","Chadwyck",0.9537
"1939.txt","One of Our Conquerors. By George Meredith. In Three Volumes. Second Edition","Meredith, George","1891","British","Chadwyck",0.9616
"194.txt","Vicissitudes abroad; or, The ghost of my father. A novel ..","Bennett, Agnes Maria","1806","British","Chadwyck",0.9407
"1940.txt","The amazing marriage","Meredith, George","1895","British","Chadwyck",0.9523
"1941.txt","The Egoist: A Comedy in Narrative: By George Meredith: In Three Volumes","Meredith, George","1879","British","Chadwyck",0.9676
"1942.txt","The Ordeal of Richard Feverel. A History of Father and Son. By George Meredith. In Three Volumes","Meredith, George","1859","British","Chadwyck",0.9687
"1943.txt","Faucit of Balliol. A story in two parts","Merivale Herman Charles 1839 1906","1882","British","Chadwyck",0.9609
"1944.txt","Strayed, but not lost: a novel","Merlin pseud","1876","British","Chadwyck",0.9498
"1945.txt","Cynthia, a daughter of the Philistines","Merrick, Leonard","1896","British","Chadwyck",0.929
"1946.txt","The man who was good : a novel","Merrick, Leonard","1892","British","Chadwyck",0.9336
"1947.txt","Violet Moses","Merrick, Leonard","1891","British","Chadwyck",0.9599
"1948.txt","The phantom future","Merriman Henry Seton 1862 1903","1888","British","Chadwyck",0.9663
"1949.txt","With edged tools","Merriman Henry Seton 1862 1903","1894","British","Chadwyck",0.9431
"195.txt","Clara Moreland; or, Adventures in the Far South-west.
(1853)","Bennett, Emerson","1863.5","American","Chadwyck",0.9718
"1950.txt","Young Mistley","Merriman Henry Seton 1862 1903","1888","British","Chadwyck",0.9512
"1951.txt","Isn't it odd?","Merrywhistle Marmaduke","1822","British","Chadwyck",0.9422
"1952.txt","The Lady Herbert's gentlewomen","Meteyard Eliza 1816 1879","1862","British","Chadwyck",0.9541
"1953.txt","Drifted together : a novel","Mexborough, Elizabeth Stephenson (Countess of)","1879","British","Chadwyck",0.9472
"1954.txt","Nelly Jocelyn, widow","Middlemass Jean","1887","British","Chadwyck",0.955
"1955.txt","Sackcloth and broadcloth. A novel","Middlemass Jean","1881","British","Chadwyck",0.9563
"1956.txt","Baiting the trap : a novel","Middlemass, Jean","1875","British","Chadwyck",0.9548
"1957.txt","Innes of Blairavon","Middleton Colin","1893","British","Chadwyck",0.9478
"1958.txt","Unwritten History: Life amongst the Modocs. (1874)","Miller, Joaquin","1875","American","Chadwyck",0.9864
"1959.txt","Fair Rosamond, or, The days of King Henry II : an historical romance","Miller, Thomas","1839","British","Chadwyck",0.9688
"196.txt","Ellen Norbury; or, The Adventures of an Orphan. (1855)","Bennett, Emerson","1863.5","American","Chadwyck",0.9697
"1960.txt","On the spur of the moment","Mills John d ca 1885","1884","British","Chadwyck",0.9424
"1961.txt","Our county","Mills John d ca 1885","1850","British","Chadwyck",0.9525
"1962.txt","The old English gentleman : or, The fields and the woods","Mills John d ca 1885","1841","British","Chadwyck",0.9475
"1963.txt","The old hall, or, Our hearth and homestead","Mills John d ca 1885","1845","British","Chadwyck",0.9538
"1964.txt","The stage coach : or, The road of life","Mills John d ca 1885","1843","British","Chadwyck",0.9541
"1965.txt","Too fast to last","Mills John d ca 1885","1881","British","Chadwyck",0.9545
"1966.txt","The beggar's benison, or, A hero, without a name, but, with an aim : a Clydesdale story","Mills, George","1866","British","Chadwyck",0.9658
"1967.txt","The belle of the village","Mills, John","1852","British","Chadwyck",0.9604
"1968.txt","Arthur Conway; or, Scenes in the tropics","Milman, Edward Augustus","1851","British","Chadwyck",0.9582
"1969.txt","Rivalry","Milton Henry","1840","British","Chadwyck",0.9536
"197.txt","Kate Clarendon; or, Necromancy in the Wilderness. A Tale of the
Little Miami (1848)","Bennett, Emerson","1863.5","American","Chadwyck",0.974
"1970.txt","The false step, and The sisters","Miss Jones","1832","British","Chadwyck",0.9581
"1971.txt","Dream Life: A Fable of the Seasons. By Ik. Marvel. (1851)","Mitchell, Donald Grant","1865","American","Chadwyck",0.9691
"1972.txt","Reveries of a Bachelor; or, A Book of the Heart. by Ik Marvel
[pseud] (1850)","Mitchell, Donald Grant","1865","American","Chadwyck",0.9617
"1973.txt","A Short Account of the Courtship of Alonzo and Melissa
(1811)","Mitchell, I. (Isaac)","906","American","Chadwyck",0.9773
"1974.txt","The Asylum; or, Alonzo and Melissa. An American Tale, Founded
on Fact, Volume 1 . . . (1811)","Mitchell, I. (Isaac)","906","American","Chadwyck",0.9787
"1975.txt","Atherton and other tales","Mitford, Mary Russell","1854","British","Chadwyck",0.9424
"1976.txt","Lights and shadows of American life","Mitford, Mary Russell","1832","British","Chadwyck",0.9598
"1977.txt","Lady Valeria : a novel","Moberly A","1886","British","Chadwyck",0.95
"1978.txt","Hathercourt rectory","Molesworth Mrs 1839 1921","1878","British","Chadwyck",0.9456
"1979.txt","It is no wonder : a story of bohemian life","Molloy J Fitzgerald Joseph Fitzgerald 1858 1908","1882","British","Chadwyck",0.9518
"198.txt","Leni-Leoti; or, Adventures in the Far West (1849)","Bennett, Emerson","1863.5","American","Chadwyck",0.9681
"1980.txt","Frank Allerton : an autobiography","Mongredien Augustus 1807 1888","1878","British","Chadwyck",0.9548
"1981.txt","Village reminiscences","Monkland Mrs","1834","British","Chadwyck",0.9594
"1982.txt","County versus counter : a novel","Monro, Theodore Russell","1878","British","Chadwyck",0.9378
"1983.txt","Love lost, but honour won; a novel","Monro, Theodore Russell","1878","British","Chadwyck",0.9351
"1984.txt","Seaforth","Montgomery Florence 1843 1923","1878","British","Chadwyck",0.9625
"1985.txt","The Bucklyn Shaig : a tale of the last century","Montgomery, Hon. Fanny Charlotte Wyndham","1865","British","Chadwyck",0.9542
"1986.txt","The sisters: a novel, in four volumes","Moore Alicia Radford","1821","British","Chadwyck",0.9451
"1987.txt","Isabella. A novel","Moore Clara","1823","British","Chadwyck",0.9455
"1988.txt","A gray eye or so","Moore Frank Frankfort 1855 1931","1893","British","Chadwyck",0.9654
"1989.txt","Mistress Haselwode : a tale of the reformation oak","Moore Frederick H","1876","British","Chadwyck",0.9563
"199.txt","Oliver Goldfinch; or, The Hypocrite (1850)","Bennett, Emerson","1863.5","American","Chadwyck",0.9812
"1990.txt","Grasville Abbey : a romance","Moore George Esq","1801","Irish","Chadwyck",0.8189
"1991.txt","Tales of the passions ... [The courtezan, an English tale: in which is attempted an illustration of the passion of revenge, in its effects on the human mind]","Moore George Esq","1808","Irish","Chadwyck",0.9354
"1992.txt","Theodosius de Zulvin, the monk of Madrid: a Spanish tale, delineating various traits of the human mind","Moore George Esq","1802","Irish","Chadwyck",0.9368
"1993.txt","Zeluco : various views of human nature, taken from life and manners, foreign and domestic","Moore John","1810","British","Chadwyck",0.9433
"1994.txt","The sisters of Nansfield. A tale for young women","Moore Margaret King 1772 1835","1824","British","Chadwyck",0.9554
"1995.txt","The staff officer : or, the soldier of fortune : a tale of real life","Moore Oliver","1831","British","Chadwyck",0.9568
"1996.txt","Country houses","Moore, Charlotte Trimmer","1832","British","Chadwyck",0.9527
"1997.txt","Daireen","Moore, Frank Frankfort","1879","British","Chadwyck",0.952
"1998.txt","Esther Waters: A Novel: By George Moore","Moore, George","1894","Irish","Chadwyck",0.9793
"1999.txt","Mordaunt. Sketches of Life, Characters, and Manners, in Various Countries ...","Moore, John","1800","British","Chadwyck",0.9795
"2.txt","Home influence : a tale for mothers and daughters","Aguilar, Grace","1847","British","Chadwyck",0.9696
"20.txt","Moods. (1865)","Alcott, Louisa May","1860","American","Chadwyck",0.9869
"200.txt","Rosalie Du Pont; or, Treason in the Camp. (1851)","Bennett, Emerson","1863.5","American","Chadwyck",0.9735
"2000.txt","Autumn manoeuvres","Moore, Mrs. M.","1885","British","Chadwyck",0.9566
"2001.txt","Coelebs in Search of a Wife.","More, Hannah","1809","British","Chadwyck",0.9874
"2002.txt","Florence Macarthy: an Irish tale, by Lady Morgan.","Morgan, Lady (Sydney)","2008-09-18","Irish","Chadwyck",0.9205
"2003.txt","The novice of Saint Dominick","Morgan, Lady (Sydney)","1806","Irish","Chadwyck",0.9262
"2004.txt","The O'Briens and the O'Flahertys; a national tale","Morgan, Lady (Sydney)","1827","Irish","Chadwyck",0.9356
"2005.txt","The Wild Irish Girl; A National Tale.","Morgan, Lady (Sydney)","1806","Irish","Chadwyck",0.9742
"2006.txt","Woman: or Ida of Athens. By Miss Owenson.","Morgan, Lady (Sydney)","2008-09-05","Irish","Chadwyck",0.9193
"2007.txt","Brighton in an uproar; comprising anecdotes ... A novel, founded on facts","Moriarty, Henrietta Maria","1811","British","Chadwyck",0.9314
"2008.txt","Crim. con. : a novel, founded on facts","Moriarty, Henrietta Maria","1812","British","Chadwyck",0.9303
"2009.txt","Photo the Suliote : a tale of modern Greece","Morier David R David Richard 1784 1877","1857","British","Chadwyck",0.9374
"201.txt","The Bandit Queen. A Tale of Italy. (1869)","Bennett, Emerson","1863.5","American","Chadwyck",0.9754
"2010.txt","Abel Allnutt, a novel","Morier, James Justinian","1837","British","Chadwyck",0.955
"2011.txt","The adventures of Hajji Baba, of Ispahan","Morier, James Justinian","1824","British","Chadwyck",0.9544
"2012.txt","Zohrab, the hostage","Morier, James Justinian","1833","British","Chadwyck",0.9514
"2013.txt","News from Nowhere: Or An Epoch of Rest, Being Some Chapters from a Utopian Romance: By William Morris [etc.]","Morris, William","1891","British","Chadwyck",0.985
"2014.txt","The friar Hildargo : a legendary tale","Mortimer Edward pseud","1807","British","Chadwyck",0.9322
